"Metric","Parametric_Peak_Time","Parametric_Peak_Effect","Parametric_Half_Life","Nonparametric_Peak_Time","Nonparametric_Peak_Effect"
"SP",70.7195202531105,0.165639889786647,88.5963644453479,52.3636363636364,0.173375713425952
