"Repetition","Horizon","CATE_Estimate","Standard_Error"
1,12,-0.089990984654222,0.130129965526011
1,24,-0.376165840594122,0.455333722618837
1,36,-0.896595327755381,0.932940615015177
1,48,-1.36901512801403,1.53807258696157
1,60,-1.97910323581046,2.22568537973335
1,72,-1.90681993927418,2.97159898695667
1,84,-2.26804739982263,3.76364097482296
1,96,-2.43585050322708,4.66688761829858
1,108,-3.11618520914885,5.56093518858249
1,120,-3.23470937178161,6.57414918695742
2,12,-0.11037948856994,0.166667384829701
2,24,-0.199407137281041,0.590718192170573
2,36,0.0955034287160452,1.07544086554381
2,48,0.475372659506099,1.63379078423863
2,60,1.38104078397388,2.25142544931932
2,72,2.45683917339243,2.93747379456805
2,84,4.08860420369901,3.74175545600835
2,96,5.29800619221022,4.56738037304534
2,108,6.67907630178802,5.51041620002456
2,120,6.89267926493202,6.62365969038923
3,12,0.0375899446025564,0.107628601503467
3,24,-0.0456443776299391,0.543972560381221
3,36,-0.00910841869580603,1.10241792598613
3,48,0.636548466339154,1.77131685067599
3,60,1.83980757692542,2.50776457106048
3,72,2.84835109585546,3.20554301493612
3,84,3.72525769115703,3.98946480383981
3,96,4.06442254234044,4.8677070940746
3,108,4.55059505566305,5.83985462532409
3,120,5.57675487372836,6.72128399704882
4,12,0.0525440222919293,0.0947969425966853
4,24,0.245882361419781,0.443921732787819
4,36,0.657642318550546,0.880210010769863
4,48,0.802040252038839,1.41005662249421
4,60,1.17398157454277,2.02033861718488
4,72,1.6086119511642,2.67480059367289
4,84,2.1042417194932,3.33773080130399
4,96,1.98839110041178,4.14236773261262
4,108,1.55006773228224,5.00331382459147
4,120,1.0824569026444,5.8587345538724
5,12,0.021231867164368,0.142919709454059
5,24,0.240223929708949,0.521036564223275
5,36,0.293283804183746,1.00421435140567
5,48,0.194171729119117,1.57826750063304
5,60,-0.412951555825814,2.2132318805601
5,72,-0.908684452409047,2.91529185162645
5,84,-1.27554211781384,3.60803544067561
5,96,-1.17165412416318,4.51228305656059
5,108,-0.862864579688693,5.54331612322584
5,120,-0.675582069956057,6.40275552498242
