"Repetition","Horizon","CATE_Estimate","Standard_Error"
14,36,0.00755787134269388,0.0594052337942295
14,48,0.0461677059204863,0.0662697789872821
14,60,0.034008717632849,0.0748926959682712
14,72,-0.0226950168967985,0.0866297737168011
14,84,0.0015580385043561,0.116285607311747
14,96,0.048200380729935,0.134222113440951
14,108,0.0747963321736586,0.13694830908049
14,120,0.156441160261046,0.198196426134482
15,12,0.0128694238401364,0.0216644641701338
15,24,-0.0161958044385572,0.045185311627176
15,36,-0.00462102982978734,0.054367159813722
15,48,0.0298402714427533,0.0646568724815343
15,60,0.0203611580596707,0.0742000250217483
15,72,-0.00335437084561706,0.0833715187010955
15,84,-0.0253377527239926,0.116053740209146
15,96,-0.0281009087979648,0.114246816742836
15,108,-0.0288578152070934,0.113314991580801
15,120,-0.052946193603709,0.116323099359522
16,12,0.00275334604089853,0.0372766877593775
16,24,0.0032594306362466,0.0489778334940288
16,36,0.0153714079006199,0.0563526934997203
16,48,0.0378269627324816,0.0630977388695326
16,60,-0.00742990232011731,0.0755133960648181
16,72,-0.0522597399069438,0.092021425688038
16,84,-0.072906238720989,0.115439577533747
16,96,-0.106640935954827,0.117981514817242
16,108,-0.155153064965898,0.136306257244397
16,120,-0.164120864873288,0.196829769193711
17,12,-0.00447595865190113,0.0363510903046724
17,24,-0.00615038886581338,0.0438198562670061
17,36,-0.0256289651626607,0.0552048645739844
17,48,-0.012229520602936,0.0627081978491972
17,60,0.0226225629318024,0.0720988511029778
17,72,0.0512453534219469,0.0838615212603562
17,84,-0.0220207194332762,0.11575561868455
17,96,-0.121850777644058,0.123805617404623
17,108,-0.0709812810058962,0.12822528369299
17,120,-0.0697528130731125,0.124721133382446
18,12,0.0192076318542759,0.0304819754074114
18,24,-0.0122623559689251,0.0482098069850272
18,36,-0.0238530101531869,0.0561310897461868
18,48,-0.0494531939754805,0.0673375342239091
18,60,-0.0383506548004817,0.0855133284077669
18,72,-0.0207331352331132,0.0966329986584937
18,84,-0.0510209533615587,0.108714887766966
18,96,0.00471182629624258,0.13337359860629
18,108,0.0390329231107904,0.142461812737366
18,120,0.0432731829177977,0.156753344727049
19,12,0.0169055727268219,0.0314410006135746
19,24,0.000266790199525712,0.0510944243822895
19,36,-0.0451958696112635,0.0663771640352377
19,48,-0.0667908302199648,0.0717838478486719
19,60,-0.0703304566692135,0.078450647585144
19,72,-0.0661590564410052,0.0869569752771606
19,84,-0.0144580167436798,0.10033834326993
19,96,-0.0346895827177503,0.113358774404912
19,108,-0.0460664212117675,0.146331768585179
19,120,-0.0363968096563168,0.141085083444091
20,12,0.00461105261268069,0.028755212141786
20,24,-0.0118609818199436,0.0476585214112497
20,36,0.0108385106370043,0.0568963403887708
20,48,-0.00443793600898475,0.0661058434359854
20,60,-0.0118943028570878,0.0744389485736664
20,72,-0.0109091121731023,0.0843986543665734
20,84,-0.0482352366027105,0.095480559977282
20,96,-0.0350182220700607,0.107565232338486
20,108,-0.161359945394777,0.111618901142161
20,120,-0.14053932090274,0.139464844772403
