"Repetition","Horizon","CATE_Estimate","Standard_Error"
1,12,0.223476473357443,0.208648225019334
1,24,0.278551707062229,0.263145807894101
1,36,0.278551707062229,0.263145807894101
1,48,0.278551707062229,0.263145807894101
1,60,0.278551707062229,0.263145807894101
2,12,0.0710164407977578,0.21354956030297
2,24,0.140063004373903,0.182012105563677
2,36,0.140063004373903,0.182012105563677
2,48,0.140063004373903,0.182012105563677
2,60,0.140063004373903,0.182012105563677
3,12,-0.225879756651586,0.324702427201668
3,24,-1.00287639170829,1.43173467412639
3,36,-1.00287639170829,1.43173467412639
3,48,-1.00287639170829,1.43173467412639
3,60,-1.00287639170829,1.43173467412639
4,12,0.0894291335034968,0.281088068183275
4,24,0.00413973184572284,0.204699183849043
4,36,0.00413973184572284,0.204699183849043
4,48,0.00413973184572284,0.204699183849043
4,60,0.00413973184572284,0.204699183849043
5,12,0.391509808610577,0.72968193743613
5,24,-0.108262188627986,0.986568530936057
5,36,-0.108262188627986,0.986568530936057
5,48,-0.108262188627986,0.986568530936057
5,60,-0.108262188627986,0.986568530936057
6,12,-0.0994893437298396,0.188669508680553
6,24,0.316540512312892,0.622381251884416
6,36,0.316540512312892,0.622381251884416
6,48,0.316540512312892,0.622381251884416
6,60,0.316540512312892,0.622381251884416
7,12,0.29901673431524,0.684856372565154
7,24,0.301310277841889,0.684812191132799
7,36,0.301310277841889,0.684812191132799
7,48,0.301310277841889,0.684812191132799
7,60,0.301310277841889,0.684812191132799
8,12,0.113677004878279,0.300223690536607
8,24,-0.00789415934947153,0.12507340938673
8,36,-0.00789415934947153,0.12507340938673
8,48,-0.00789415934947153,0.12507340938673
8,60,-0.00789415934947153,0.12507340938673
9,12,-0.00235449660847009,0.115955764215836
9,24,-0.0177249347526282,0.20369078686117
9,36,-0.0177249347526282,0.20369078686117
9,48,-0.0177249347526282,0.20369078686117
9,60,-0.0177249347526282,0.20369078686117
10,12,0.326315328039256,0.793632606619084
10,24,0.326889128897368,0.796244380635773
10,36,0.326889128897368,0.796244380635773
10,48,0.326889128897368,0.796244380635773
10,60,0.326889128897368,0.796244380635773
11,12,0.248327819369641,0.48682971292655
11,24,-0.593871504420677,1.52659564098797
11,36,-0.593871504420677,1.52659564098797
11,48,-0.593871504420677,1.52659564098797
11,60,-0.593871504420677,1.52659564098797
12,12,0.0117616060766939,0.143730866355653
12,24,0.0054800607135603,0.207223725195243
12,36,0.0054800607135603,0.207223725195243
12,48,0.0054800607135603,0.207223725195243
12,60,0.0054800607135603,0.207223725195243
13,12,0.164584522371386,0.218615697686103
13,24,0.126458260210501,0.223092748557497
13,36,0.126458260210501,0.223092748557497
