"Metric","Parametric_Peak_Time","Parametric_Peak_Effect","Parametric_Half_Life","Nonparametric_Peak_Time","Nonparametric_Peak_Effect"
"SP",64.180109200683,0.168787089106444,60.9161188278612,51.2727272727273,0.170600089391887
